Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W205200073370001,1284,Gujarat,Dang,Waghai,Sodmal,20.86667,73.61667,2021,8.18,425,0,220,21,10,1.7,,200,40,24,14,0.31,0.23,61,285,
W215459069512901,1285,Gujarat,Devbhumi Dwarka,Bhanvad,Ambardi,21.9166667,69.85833333,2021,8,1540,0,134,284,180,104,,610,128,71,86,1.1,0.22,55.8,1031.8,
W215540069474501,1286,Gujarat,Devbhumi Dwarka,Bhanvad,Bhanvad,21.9277778,69.79583333,2021,8.2,906,0,366,99,41,7.1,,250,48,32,106,3.3,0.56,39.6,607,
W215130069483001,1287,Gujarat,Devbhumi Dwarka,Bhanvad,Modpar,21.8583333,69.80833333,2021,7.89,1618,0,195,383,72,54,,320,88,24,242,3.3,0.45,80,1084,
W215930069144502,1288,Gujarat,Devbhumi Dwarka,Kalyanpur,Bhogat1,21.9916667,69.24583333,2021,7.8,3361,0,244,787,293,16.3,,641,108,90,425,10.8,1.04,18.3,2252,
W221015069220001,1289,Gujarat,Devbhumi Dwarka,Kalyanpur,Juvanpur,22.1708333,69.36666667,2021,8.16,3612,0,268,922,205,73,,901,96,161,450,8.9,0.11,45.2,2420,
W200307085040801,1290,Gujarat,Devbhumi Dwarka,Kalyanpur,Kalyanpur,22.0166667,69.39166667,2021,7.9,965,0,281,142,53,18.5,,250,44,34,118,0.8,0.17,44.4,647,
W215845069360001,1291,Gujarat,Devbhumi Dwarka,Kalyanpur,Khirsara,21.9791667,69.6,2021,7.92,1677,0,256,347,102,63.2,,671,168,61,102,1.5,0.14,40,1124,
W221450069153002,1292,Gujarat,Devbhumi Dwarka,Kalyanpur,Pindara1,22.2472222,69.25833333,2021,7.95,860,0,195,142,91,1.9,,270,76,19,90,8.9,0.57,8.6,576,
W215547069293101,1293,Gujarat,Devbhumi Dwarka,Kalyanpur,Raval,21.9930556,69.24583333,2021,7.69,2928,0,85,879,102,85,,1001,337,39,199,1.5,0.33,26.7,1962,
W220530069180501,1294,Gujarat,Devbhumi Dwarka,Kalyanpur,Bhatia,22.091484,69.268492,2021,8.24,1863,0,256,362,244,7.5,,430,116,34,243,47.9,1.98,22.1,1248,
W222000069423001,1295,Gujarat,Devbhumi Dwarka,Khambhalia,Kajuda,22.3333333,69.70833333,2021,8.18,886,0,354,92,50,9.4,,290,44,44,92,0.1,0.22,57.8,594,
W221205069350001,1296,Gujarat,Devbhumi Dwarka,Khambhalia,Kuvadia,22.2013889,69.58333333,2021,8.23,796,0,268,113,34,32,,270,72,22,78,0.7,0.24,33.1,533,
W221230069300001,1297,Gujarat,Devbhumi Dwarka,Khambhalia,Vadtara,22.2083333,69.5,2021,8.29,416,0,146,50,22,2.7,,160,36,17,28,2.2,0.29,20.0,279,
W220900069360001,1298,Gujarat,Devbhumi Dwarka,Khambhalia,Vinjhalpur,22.15,69.6,2021,8.28,838,0,317,99,45,20.8,,280,32,49,84,1.2,0.20,44.1,561,
W222600069023001,1299,Gujarat,Devbhumi Dwarka,Okhamandal,Aramda,22.4333333,69.04166667,2021,7.9,1737,0,403,376,62,3.3,,560,84,85,180,5.7,0.38,24.7,1164,
W221445068573001,1300,Gujarat,Devbhumi Dwarka,Okhamandal,Dwarka,22.2458333,68.95833333,2021,7.92,2590,0,366,518,200,72,,370,56,56,378,34,0.11,18.2,1735,
W222200068590001,1301,Gujarat,Devbhumi Dwarka,Okhamandal,Mojap,22.3666667,68.98333333,2021,7.99,4362,0,366,1149,210,24,,711,92,117,706,4.9,0.69,20.8,2923,
W222230069061502,1302,Gujarat,Devbhumi Dwarka,Okhamandal,Samrasar1,22.375,69.10416667,2021,8,1829,0,244,390,129,25,,440,80,58,228,3,0.5,7.3,1225,
W221730068580001,1303,Gujarat,Devbhumi Dwarka,Okhamandal,Varwada,22.2916667,68.96666667,2021,7.97,5892,0,195,1900,257,18.7,,1341,289,151,870,7.4,0.38,17.0,3948,
W221124069262301,1304,Gujarat,Dwarka,Khabhalia,Hanzdapur,22.183244,69.7227,2021,8.19,2416,0,207,567,123,107,,580,128,63,290,2.0,0.40,190.0,1619,
W231045072503001,1305,Gujarat,Gandhinagar,Dehgam,Paliya,23.17917,72.84167,2021,7.98,2730,0,830,440,152,47,,750,52,151,310,19,1.3,40,1829,
W205730071041501,1306,Gujarat,Gir Somnath,Gir Gadhda,Dhokadva,20.9585491,71.068182,2021,8.35,730,60,232,57,24,7,,290,44,44,50,2.1,0.26,53.78,489,
W205900070454501,1307,Gujarat,Gir Somnath,Gir Gadhda,Jamvala1,20.9815471,70.763637,2021,8.24,410,0,183,36,18,6,,150,36,15,35,0.4,0.37,47.14,275,
W204800070413002,1308,Gujarat,Gir Somnath,Kodinar,Kodinar1,20.8136371,70.697361,2021,8.02,2365,0,256,589,114,44,,620,68,109,250,1.2,0.84,55.28,1585,
W205645070234501,1309,Gujarat,Gir Somnath,Patan-Veraval,Govindpura2,20.9550741,70.402115,2021,8.04,630,0,207,71,21,30,,240,48,29,40,2.1,0.66,29.85,422,
W205900070261001,1310,Gujarat,Gir Somnath,Patan-Veraval,Moraj,20.9859101,70.437244,2021,8.20,950,0,122,213,46,25,,220,56,19,110,0.6,0.86,19,637,
W205839070363301,1311,Gujarat,Gir Somnath,Talala,Bhim Deval,20.9645761,70.606822,2021,8.21,852,0,256,114,55,29,,250,48,32,88.12,2.0,0.64,39.8,571,
W210145070363001,1312,Gujarat,Gir Somnath,Talala,Jambur[madhapar,21.0310131,70.605551,2021,8.22,645,0,268,71,25,7,,240,40,34,53,1.0,0.27,45.41,432,
W210305070313001,1313,Gujarat,Gir Somnath,Talala,Talala1,21.0490501,70.526153,2021,8.15,680,0,293,71,23,10,,230,44,29,65,1.1,0.22,48,456,
W205530070550001,1314,Gujarat,Gir Somnath,Una,Girgadhada,20.9252311,70.916764,2021,8.08,680,0,244,64,32,50,,270,52,34,48,1.1,0.25,47.2,456,
W205251070590301,1315,Gujarat,Gir Somnath,Una,Jargla Jargali,20.9086461,70.942049,2021,8.11,465,0,207,36,17,4,,190,44,19,28,0.4,0.35,52.85,312,
W205212071030401,1316,Gujarat,Gir Somnath,Una,Kansari,20.8494631,71.055315,2021,8.00,1255,0,293,156,90,117,,290,44,44,172.5,3.5,0.64,52.46,841,
W205115071071501,1317,Gujarat,Gir Somnath,Una,Sametar,20.8516421,71.120666,2021,7.75,1010,0,427,99,32,40,,360,60,51,78,12.8,0.47,49.8,677,
W204930071023001,1318,Gujarat,Gir Somnath,Una,Una2,20.8223931,71.041565,2021,8.36,1805,108,305,277,115,62,,330,36,58,300,3.7,2.30,42.24,1209,
W223400070250001,1319,Gujarat,Jamnagar,Dhrol,Dhrol2,22.5666667,70.41666667,2021,7.9,1755,0,366,248,243,75,,320,120,5,300,0.5,0.48,49.9,1176,
W215415069573001,1320,Gujarat,Jamnagar,Jamjodhpur,Balwa,21.9041667,69.95833333,2021,7.86,1213,0,159,262,60,21,,390,112,27,97,1.3,0.23,31.2,813,
W220215069523001,1321,Gujarat,Jamnagar,Jamjodhpur,Motagop,22.0375,69.875,2021,7.9,916,0,232,135,45,24,,310,72,32,71,0.5,0.45,38.2,614,
W220200070073001,1322,Gujarat,Jamnagar,Jamjodhpur,Seth vadala,22.0333333,70.125,2021,8.12,1352,0,195,212.7,94,139,,450,80,61,113,1,0.23,48,906,
W222615069540002,1323,Gujarat,Jamnagar,Jamnagar,Bed1,22.4375,69.9,2021,7.7,1154,0,183,128,180,89,,300,64,34,120,3.6,0.17,77,773,
W222700070000501,1324,Gujarat,Jamnagar,Jamnagar,Gordhanpur,22.45,70.00138889,2021,7.6,2447,0,171,645,93,1.7,,605,132,67,255,4.3,0.64,40.8,1639,
W223130070121501,1325,Gujarat,Jamnagar,Jamnagar,Jambuda,22.525,70.20416667,2021,7.75,1891,0,183,454,109,51,,641,92,100,156,1.2,0.36,59.9,1267,
W222730070044501,1326,Gujarat,Jamnagar,Jamnagar,Jamnagar2,22.4583333,70.07916667,2021,8.29,755,0,329,71,31,1.1,,260,48,34,72,1.5,0.28,36.7,506,
W222500070110001,1327,Gujarat,Jamnagar,Jamnagar,Vijarkha,22.4166667,70.18333333,2021,8.23,829,0,232,170,21,0.8,,320,40,54,64,0.4,0.36,38.5,555,
W223145070183001,1328,Gujarat,Jamnagar,Jamnagar,Falla,22.5336,70.3141,2021,8.28,820,0,281,128,34,7.8,,80,12,12,171,1.0,0.78,49.5,549,
W223630070154501,1329,Gujarat,Jamnagar,Jodia,Haryana,,,2021,7.96,12970,0,183,4240,531,349.0,,3623,232,739,1359,4.7,0.54,52.2,8690,
W224100070190001,1330,Gujarat,Jamnagar,Jodiya,Bedanpur,22.6833333,70.31666667,2021,8.28,516,0,159,78,31,5.5,,170,32,22,50,6.1,0.13,4,346,
W224730070301501,1331,Gujarat,Jamnagar,Jodiya,Dudhai2,22.7916667,70.50416667,2021,8.1,662,0,305,64,22,2.7,,150,40,12,97,1.7,0.33,21.5,444,
W221615070200001,1332,Gujarat,Jamnagar,Kalavad,Haripur2,22.2708333,70.33333333,2021,8.25,1895,0,488,333,120,44.1,,701,160,73,156,8,0.64,55.4,1270,
W221300070230001,1333,Gujarat,Jamnagar,Kalavad,Kalawad,22.2166667,70.38333333,2021,8,922,0,183,156,104,1.5,,280,52,36,99,3.3,0.24,20.6,618,
W221900070155001,1334,Gujarat,Jamnagar,Kalavad,Moti matli,22.3166667,70.26388889,2021,8,2245,0,342,454,106,103,,490,88,66,305,5,0.48,69,1504,
W221130070320001,1335,Gujarat,Jamnagar,Kalavad,Nikava,22.1916667,70.53333333,2021,8.15,1529,0,439,170,98,163,,530,104,66,140,11.8,0.41,57,1024,
W213615070340901,1336,Gujarat,Junagadh,Bhesana,Patla,21.6083333,70.56666667,2021,8.10,795,0,366,71,15,17.1,,310.248,72,31.616,54,2.6,0.40,49.1,533,
W212620070360001,1337,Gujarat,Junagadh,Junagadh,Bilkha,21.435464,70.599596,2021,8.26,1355,0,329,206,95,111.0,,520.416,52,94.848,105,0.5,0.56,41.8,908,
W213100070273001,1338,Gujarat,Junagadh,Junagadh City,Junagadh1,21.5166667,70.45833333,2021,8.29,845,0,171,156,59,45.0,,280.224,52,36.48,85,2.9,0.22,39.2,566,
W211325070110001,1339,Gujarat,Junagadh,Keshod,Bhatsimroli,21.2236111,70.18333333,2021,8.49,895,12,195,142,55,52.0,,250.2,52,29.184,113,1.0,0.44,40.8,600,
W211600070123001,1340,Gujarat,Junagadh,Keshod,Kewarda,21.2666667,70.20833333,2021,8.52,1145,0,256,227,55,31.0,,470.376,112,46.208,71,1.9,0.20,42.9,767,
W210545070130001,1341,Gujarat,Junagadh,Malia,Budhecha,21.0958333,70.21666667,2021,8.27,770,0,232,99,41,49.0,,300.24,40,48.64,58,1.3,0.77,13.3,516,
W210230070130001,1342,Gujarat,Junagadh,Malia,Chorwad,21.0416667,70.21666667,2021,7.75,7660,0,98,2779,209,27.0,,3162.53,1014,153.216,602,2.2,0.29,11.4,5132,
W210850070163001,1343,Gujarat,Junagadh,Malia,Galodar,21.1472222,70.275,2021,8.44,1109,18,183,241,68,26.0,,250.2,48,31.616,166,1.6,0.29,44.1,743,
W211000070160001,1344,Gujarat,Junagadh,Malia,Juthal,21.1666667,70.26666667,2021,8.19,2554,0,98,815,155,14.0,,410.328,112,31.616,430,24.3,0.41,39.4,1711,
W210150070143001,1345,Gujarat,Junagadh,Malia,Kanek,21.0305556,70.24166667,2021,7.98,3545,0,146,1241,82,16.0,,1261.01,421,51.072,310,2.5,0.16,10.5,2375,
W210240070113001,1346,Gujarat,Junagadh,Malia,Khambalia1,21.0444444,70.19166667,2021,8.21,5544,0,159,1886,240,32.0,,1040.83,224,116.736,926,9.0,0.11,15.8,3714,
W210315070123001,1347,Gujarat,Junagadh,Malia,Kukaswada,21.0541667,70.20833333,2021,7.85,1386,0,281,277,93,26.2,,300.24,56,38.912,212,4.5,0.92,27.8,929,
W210800070145501,1348,Gujarat,Junagadh,Malia,Seriakhan,21.1333333,70.24861111,2021,7.91,891,0,268,142,56,13.7,,260.208,48,34.048,99,11.0,0.62,31.8,597,
W210450070103501,1349,Gujarat,Junagadh,Mangrol,Arena,21.0805556,70.17638889,2021,7.60,6811,0,98,2432,220,42.0,,2391.91,329,381.824,565,3.5,0.22,13.2,4563,
W211315070032001,1350,Gujarat,Junagadh,Mangrol,Bamanwara,21.2208333,70.05555556,2021,7.90,2952,0,98,1028,41,38.0,,1200.96,325,94.848,190,8.7,0.13,7.4,1978,
W211100070091502,1351,Gujarat,Junagadh,Mangrol,Goraj1,21.1833333,70.15416667,2021,8.49,597,12,195,85,29,0.7,,230.184,40,31.616,42,4.3,0.28,25.6,400,
W211455070033001,1352,Gujarat,Junagadh,Mangrol,Kalej,21.2486111,70.05833333,2021,7.86,4796,0,122,1702,71,108.0,,2051.64,184,386.688,276,4.1,0.44,20.8,3213,
