Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W270010075583001,4669,RAJASTHAN,JAIPUR,Jamwa Ramgarh,MALAWALA,27.0028,75.9750,2021,8.13,1890,0,427,305,136,28,0.00,140,24,19,369,5.7,0.05,,1229,
W271819075571505,4670,RAJASTHAN,JAIPUR,Shahpura,Manohrpura_Pz,27.3053,75.9542,2021,8.15,575,0,134,35,112,9,0.04,190,28,29,43,4.8,0.77,,374,
W270954075212601,4671,RAJASTHAN,JAIPUR,Sambher,Mohanpur Balaji,27.1650,75.3572,2021,8.27,1250,0,464,92,99,13,0.02,120,16,19,232,2.9,0.22,,813,
W265111076045301,4672,RAJASTHAN,JAIPUR,Bassi,Mohanpura1,26.8533,76.0814,2021,8.38,1550,48,622,43,96,23,0.04,90,14,13,315,2.4,1.62,,1008,
W265508075581601,4673,RAJASTHAN,JAIPUR,Jamwa Ramgarh,Naila,26.9189,75.9781,2021,8.14,880,0,373,57,40,13,0.11,210,20,39,106,2.7,0.33,,572,
W271632075435501,4674,RAJASTHAN,JAIPUR,Govindgarh,Niwana,27.2756,75.7319,2021,8.22,881,0,476,43,66,24,0.01,120,20,17,195,1.6,1.40,,573,
W265647076110501,4675,RAJASTHAN,JAIPUR,Bassi,Padasoli,26.9464,76.1847,2021,8.17,2790,0,549,319,468,6.57,0.22,350,52,54,480,3.8,0.43,,1814,
W244800072404501,4676,RAJASTHAN,JAIPUR,Viratnagar,Palri,27.3447,76.1139,2021,7.94,1080,0,342,135,43,28,0.16,260,44,36,128,4.4,0.59,,702,
W274732076143101,4677,RAJASTHAN,JAIPUR,Kotputli,Paniyala,27.7922,76.2419,2021,7.38,900,0,293,78,58,47,0.11,240,48,29,95,3.1,0.44,,585,
W265743076004901,4678,RAJASTHAN,JAIPUR,Jamwa Ramgarh,Papar,26.9619,76.0136,2021,7.92,1740,0,403,298,71,53,0.01,520,64,88,161,1.6,0.73,,1131,
W273809076071901,4679,RAJASTHAN,JAIPUR,Kotputli,Raghunathpura_Pz,27.6358,76.1219,2021,7.6,870,0,329,57,38,50,0.02,230,36,34,93,3.1,0.53,,566,
W270851076065501,4680,RAJASTHAN,JAIPUR,Jamwa Ramgarh,Raiser,27.1475,76.1153,2021,8.05,1330,0,415,99,167,15,0.01,460,64,73,95,2.6,0.21,,865,
W270533075451301,4681,RAJASTHAN,JAIPUR,Amer,Rajarampura,27.0925,75.7536,2021,8.23,989,0,268,163,10,36,0.02,240,40,34,110,7.8,0.14,,643,
W274113076113201,4682,RAJASTHAN,JAIPUR,Kotputli,Rajnota,27.5969,76.1922,2021,8.15,1050,0,256,135,90,30,0.01,320,40,54,95,2.1,2.37,,683,
W270700076121801,4683,RAJASTHAN,JAIPUR,Jamwa Ramgarh,RASALA,27.1142,76.2025,2021,7.69,1800,0,378,291,132,50,0.04,470,72,71,198,1.5,0.62,,1170,
W264649076103201,4684,RAJASTHAN,JAIPUR,Bassi,Rojwari,26.7803,76.1756,2021,8.13,1360,0,464,113,125,12,0.06,150,20,24,242,3.8,0.24,,884,
W265854075552901,4685,RAJASTHAN,JAIPUR,Jamwa Ramgarh,Saipura Pz,26.9817,75.9247,2021,8.01,2130,0,220,454,212,28,0.04,190,24,32,401,5.3,0.01,,1385,
W270806076040301,4686,RAJASTHAN,JAIPUR,Jamwa Ramgarh,Samred Kalan,27.1053,76.0911,2021,7.94,830,0,262,85,67,11,0.03,250,40,36,74,4.1,0.45,,540,
W274320076072701,4687,RAJASTHAN,JAIPUR,Kotputli,Sarundh,27.7222,76.1242,2021,7.9,1260,0,183,241,106,35,0.03,320,56,44,141,4.2,0.26,,819,
W274207076094801,4688,RAJASTHAN,JAIPUR,Kotputli,Sunderpura,27.7019,76.1633,2021,7.89,1250,0,195,206,142,32,0.05,340,60,46,131,4,0.50,,813,
W271731075462401,4689,RAJASTHAN,JAIPUR,Govindgarh,TIGARIA,27.2919,75.7778,2021,7.85,692,0,366,35,20,35.8,0.01,120,28,12,130,1.6,0.45,,450,
W213820082203001,4690,RAJASTHAN,Jaisalmer,Sankra,Lawan,26.8722,72.0500,2021,8.06,3650,0,695,638,202,150,0.12,230,36,34,723,4.1,1.40,,2373,
W262350071554001,4691,RAJASTHAN,Jaisalmer,Sankra,Phalsund,26.4083,71.9278,2021,8.12,1580,0,342,213,165,38,0.25,200,44,22,247,42.2,1.78,,1027,
W262300070190001,4692,RAJASTHAN,Jaisalmer,Sam,Phulia,26.3833,70.4711,2021,7.82,6000,0,427,1560,410,298,0.11,820,144,112,1094,17.9,1.35,,3900,
W263600070420001,4693,RAJASTHAN,Jaisalmer,Sam,Khuri,26.6000,70.7000,2021,7.7,1780,0,159,213,220,295,0.15,390,84,44,203,53.2,0.25,,1157,
W264300071183001,4694,RAJASTHAN,Jaisalmer,Sam,Sanwata,26.7167,71.3083,2021,7.7,2060,0,1025,50,40,140,0.65,440,112,39,89,346,3.50,,1339,
W264445071301501,4695,RAJASTHAN,Jaisalmer,Sankra,Madasar,26.7458,71.5042,2021,7.89,8100,0,500,2411,365,35,0.63,210,20,39,1800,82.4,1.40,,5265,
W264545071361501,4696,RAJASTHAN,Jaisalmer,Sankra,Gudi ka tala,26.7625,71.6042,2021,7.74,604,0,256,57,20,32,0.54,200,48,19,43,35.1,0.18,,393,
W264045071341501,4697,RAJASTHAN,Jaisalmer,Sankra,Luna kalan,26.6233,71.5708,2021,7.58,815,0,403,85,5,31,0.02,260,68,22,63,64.5,0.20,,529,
W272910070160502,4698,RAJASTHAN,Jaisalmer,Sam,Gamanewala,27.4861,70.3161,2021,8.09,5250,0,244,1489,270,47,0.69,530,92,73,958,15.5,1.20,,3413,
W273130070094401,4699,RAJASTHAN,Jaisalmer,Sam,Longewala,27.5224,70.1569,2021,8.1,3280,0,256,893,150,5,0.25,380,56,58,573,12.8,1.80,,2132,
W271900070021501,4700,RAJASTHAN,Jaisalmer,Sam,Gotaru,27.3167,70.0375,2021,8.12,2280,0,293,567,75,19,0.33,190,56,12,434,6.2,1.20,,1482,
W273805070144001,4701,RAJASTHAN,Jaisalmer,Sam,Sadewala,27.6347,70.2444,2021,7.86,8230,0,450,2450,825,32,0.25,1320,116,250,1550,20.1,0.60,,5350,
W274840070245501,4702,RAJASTHAN,Jaisalmer,Sam,Nathu ka bera,27.8111,70.4153,2021,8.03,4950,0,220,1347,350,38,0.20,440,72,63,928,15.4,0.25,,3218,
W265445070500601,4703,RAJASTHAN,Jaisalmer,Jaisalmer,Moolsagar,26.9125,70.8350,2021,8.01,1600,0,439,255,35,52,0.02,200,40,24,274,5.7,0.80,,1040,
W264820071541501,4704,RAJASTHAN,Jaisalmer,Sankra,Kalewa,26.8056,71.9042,2021,7.95,11480,0,451,2836,1622,48,0.42,980,288,63,2350,11.7,0.36,,7462,
W272900071470001,4705,RAJASTHAN,Jaisalmer,Jaisalmer,Bhadrias,27.4833,71.7833,2021,8.02,6340,0,340,850,1610,43,0.13,1080,152,170,750,392,5.40,,4121,
W273100071500001,4706,RAJASTHAN,Jaisalmer,Jaisalmer,Awai,27.5167,71.8333,2021,8.28,1900,0,342,170,280,150,0.02,220,52,22,297,74.8,10.80,,1235,
W251012072381601,4707,RAJASTHAN,Jalore,Jalore,Digaon,25.2031,72.6628,2021,8.12,1480,0,366,319,23,9.0,0.60,200,40,24,270,1.33,2.28,,962,
W252300072530001,4708,RAJASTHAN,Jalore,Ahore,Nimla,25.5308,72.8664,2021,8.26,4300,0,720,964,248,55,0.30,380,96,34,820,74.3,1.55,,2795,
W245630071243001,4709,RAJASTHAN,Jalore,Chitalwana,Doongri,24.9417,71.4083,2021,7.63,4600,0,427,879,432,380,0.03,840,88,151,690,9.30,1.68,,2990,
W242445076334001,4710,RAJASTHAN,JHALAWAR,Manohar Thana,AKLERA,24.4125,76.5611,2021,7.42,2130,0,415,176,466,19,0.07,410,74,55,313,2.61,0.49,,1385,
W242915076181001,4711,RAJASTHAN,JHALAWAR,Jhalara Patan,AKTASA,24.4875,76.3028,2021,8.23,1540,0,85,169,442,2.2,0.05,240,38,35,245,2.5,2.15,,1001,
W242630075545501,4712,RAJASTHAN,JHALAWAR,Jhalara Patan,ANVLIKALAN,24.4417,75.9153,2021,8.06,3950,0,122,1119,402,6,0.05,370,114,21,795,4.6,0.92,,2568,
W241615076301501,4713,RAJASTHAN,JHALAWAR,Bakani,ASALPUR,24.2708,76.5042,2021,8.1,3460,0,268,880,225,2,8.85,490,87,66,559,10,2.54,,2249,
W242500076110001,4714,RAJASTHAN,JHALAWAR,Jhalara Patan,BINDA,24.4108,76.1872,2021,7.71,1060,0,219,176,40,70,0.05,430,98,45,45,2.74,0.49,,689,
W235656075500501,4715,RAJASTHAN,JHALAWAR,Dag,DAG1,23.9489,75.8347,2021,8.15,1290,0,402,121,64,85,0.09,430,79,57,98,1.6,1.02,,839,
W242600076223001,4716,RAJASTHAN,JHALAWAR,Jhalara Patan,DOONGARGAON,24.4333,76.3750,2021,7.85,630,0,122,34,152,6.303,0.06,240,50,28,34,1.88,0.53,,410,
W243400076100001,4717,RAJASTHAN,JHALAWAR,Jhalara Patan,GAGRON,24.6608,76.1892,2021,7.75,940,0,183,98,149,52,0.06,370,82,40,54,3.6,0.51,,611,
W241938076451001,4718,RAJASTHAN,JHALAWAR,Manohar Thana,GAJWARA,24.3397,76.7728,2021,8.75,2600,36,476,424,280,32,0.05,470,22,101,415,2,1.57,,1690,
W242900075583001,4719,RAJASTHAN,JHALAWAR,Jhalara Patan,GANESHPURA,24.4833,75.9597,2021,7.04,720,0,159,77,114,2.777,0.05,170,34,21,88,4.3,0.43,,468,
W235600075370001,4720,RAJASTHAN,JHALAWAR,Dag,GANGDHAR,23.9333,75.6167,2021,8.04,1300,0,268,177,160,10.7,0.09,330,63,42,145,3.7,1.00,,845,
W240550075520001,4721,RAJASTHAN,JHALAWAR,Dag,GAURADIYA KALAN,24.0972,75.8667,2021,7.92,930,0,73,55,318,35,0.06,360,42,62,63,1.14,0.31,,605,
W240015075530001,4722,RAJASTHAN,JHALAWAR,Dag,GUNAVI,23.9950,75.8833,2021,7.69,1650,0,232,261,162,102,0.07,310,50,45,232,1.56,0.45,,1073,
W242200075494001,4723,RAJASTHAN,JHALAWAR,Jhalara Patan,GURARIYA JOGA,24.3667,75.8358,2021,7.58,4220,0,622,928,446,100,0.11,1140,122,203,564,3,0.40,,2743,
W235710075431201,4724,RAJASTHAN,JHALAWAR,Dag,GWALAT,23.9528,75.7094,2021,8.2,810,0,244,85,52,25,0.17,270,59,30,56,3.5,0.72,,527,
W242030075593001,4725,RAJASTHAN,JHALAWAR,Pirawa,JASWANTPURA1,24.3289,75.9622,2021,8.2,1290,0,256,241,58,50,0.08,420,87,49,107,2.5,0.75,,839,
W243500076090001,4726,RAJASTHAN,JHALAWAR,Jhalara Patan,JHALAWAR,24.6161,76.1761,2021,7.98,1410,0,244,233,142,50,0.05,460,82,62,118,5.2,1.07,,917,
W243200076090001,4727,RAJASTHAN,JHALAWAR,Jhalara Patan,JHALRAPATAN,24.5333,76.1500,2021,8.2,1180,0,317,135,125,110,0.15,280,71,25,155,45,0.42,,767,
W213251076155901,4728,RAJASTHAN,JHALAWAR,Manohar Thana,JHIRI,24.2822,76.7306,2021,8.14,1020,0,293,48,140,55,0.12,270,46,38,107,1.57,0.47,,663,
W241040075500001,4729,RAJASTHAN,JHALAWAR,Dag,KARVAN KALA,24.1778,75.8333,2021,7.92,1330,0,287,155,152,50,0.05,560,106,72,45,1.46,0.55,,865,
W243420076144501,4730,RAJASTHAN,JHALAWAR,Jhalara Patan,MANDAWAR1,24.5978,76.2583,2021,7.88,3620,0,427,658,495,22,0.06,230,46,28,689,65,0.28,,2353,
W241400076483001,4731,RAJASTHAN,JHALAWAR,Manohar Thana,MANOHAR THANA1,24.2333,76.8083,2021,8.17,740,0,110,126,116,2.8,0.05,180,50,13,96,5.16,0.29,,481,
W241630075503001,4732,RAJASTHAN,JHALAWAR,Jhalara Patan,MISHROLI,24.2750,75.8417,2021,8.1,505,0,146,57,45,7,0.11,150,31,18,46,3.5,0.42,,328,
W242800076120001,4733,RAJASTHAN,JHALAWAR,Jhalara Patan,Nahardi,24.4467,76.2000,2021,8.11,880,0,317,57,52,51,0.30,290,67,30,67,4.5,0.48,,572,
W244138076242901,4734,RAJASTHAN,JHALAWAR,Khanpur,Piplaj,24.6939,76.4083,2021,7.90,700,0,317,57,3,13,0.32,270,32,46,38,1.23,1.05,,455,
W242100076402001,4735,RAJASTHAN,JHALAWAR,Manohar Thana,SAREDI,24.3500,76.6722,2021,7.9,1110,0,439,55,40,85,0.05,370,50,60,84,2,0.63,,722,
W253100078450001,4736,RAJASTHAN,JHUNJHUNU,Udaipurwati,BADAGAON,28.0250,75.4964,2021,8.13,1645,0,366,290,62,60,0.08,220,50,23,279,2.9,0.20,,1069,
W281200075104001,4737,RAJASTHAN,JHUNJHUNU,Alsisar,Birmi,28.2000,75.1778,2021,7.23,490,0,122,69,44,4,0.06,190,49,16,26,4.74,0.47,,319,
W280950075153001,4738,RAJASTHAN,JHUNJHUNU,Alsisar,CHURELA,28.1639,75.2583,2021,7.6,2300,0,500,445,32,45,0.30,320,90,23,365,2.1,0.55,,1495,
W281810075373001,4739,RAJASTHAN,JHUNJHUNU,Surajgarh,Devroad,28.3028,75.6250,2021,7.77,1200,0,201,169,144,30,0.06,190,42,21,180,3.29,0.96,,780,
W280245075190001,4740,RAJASTHAN,JHUNJHUNU,Nawalgarh,DIGHAL,28.0458,75.3167,2021,7.6,2040,0,625,304,45,10,0.16,320,90,23,315,2.1,0.57,,1326,
W280330075155501,4741,RAJASTHAN,JHUNJHUNU,Jhunjhunu,JAISINGHPURA,28.0556,75.2583,2021,7.23,550,0,98,70,68,5,0.06,190,46,18,31,4.39,0.50,,358,
W281115075312001,4742,RAJASTHAN,JHUNJHUNU,Chirawa,Khudana,28.1875,75.5222,2021,8.41,960,36,195,63,150,14,0.07,130,26,16,162,2.2,0.70,,624,
W281300075405001,4743,RAJASTHAN,JHUNJHUNU,Surajgarh,Lakhu,28.2167,75.6836,2021,7.76,1300,0,177,197,184,30,0.06,290,46,43,163,3.85,3.00,,845,
W275945075163001,4744,RAJASTHAN,JHUNJHUNU,Nawalgarh,MANDASI SANDASI,27.9958,75.2750,2021,7.95,1640,0,488,197,105,40,0.26,250,62,23,265,3.2,0.56,,1066,
W281030075271501,4745,RAJASTHAN,JHUNJHUNU,Jhunjhunu,Math,28.1750,75.4542,2021,7.6,1470,0,165,346,63,26,0.06,160,38,16,255,2.78,1.12,,956,
W282345075400001,4746,RAJASTHAN,JHUNJHUNU,Surajgarh,Morwa,28.3958,75.6667,2021,7.94,2000,0,573,183,221,24,0.06,210,42,26,355,3.29,1.31,,1300,
W275715075130001,4747,RAJASTHAN,JHUNJHUNU,Nawalgarh,MUKUNDGARH,27.9542,75.2167,2021,7.2,1960,0,550,289,40,50,0.29,240,54,26,325,1.5,0.40,,1274,
W274843075211501,4748,RAJASTHAN,JHUNJHUNU,Nawalgarh,Parsarampura,27.8122,75.3542,2021,8.45,1040,48,151,112,95,48,0.06,180,38,21,146,6.98,0.72,,676,
W200656085500201,4749,RAJASTHAN,JHUNJHUNU,Surajgarh,PIPLI,28.4125,75.7333,2021,7.98,1850,0,281,289,284,2.778,0.06,210,46,23,335,3.99,1.15,,1203,
W281552075185101,4750,RAJASTHAN,JHUNJHUNU,Alsisar,Rampura_Pz,28.2644,75.3142,2021,8.52,3020,48,500,390,395,55,0.06,230,38,33,585,3.48,3.20,,1963,
W281425075380001,4751,RAJASTHAN,JHUNJHUNU,Chirawa,Shivpura1,28.2403,75.6011,2021,7.84,1620,0,226,261,216,35,0.06,250,54,28,258,4.09,1.37,,1053,
W280000075320001,4752,RAJASTHAN,JHUNJHUNU,Udaipurwati,Sithal,28.0000,75.5333,2021,7.85,1320,0,189,275,82,25,0.06,300,54,40,162,4.01,0.86,,858,
W261800073020001,4753,RAJASTHAN,JODHPUR,MANDOR,JODHPUR,26.3000,73.0333,2021,7.54,2370,0,244,312,348,223,0.00,470,84,63,327,6.1,0.62,,1541,
W114404076064601,4754,RAJASTHAN,JODHPUR,MANDOR,KARANI,26.2722,72.8250,2021,7.25,9300,0,244,1957,1598,25,0.16,760,128,107,1789,3.5,1.58,,6045,
W261140072463001,4755,RAJASTHAN,JODHPUR,LUNI,RARON KI DHANI,26.1944,72.7750,2021,8.17,15220,0,1061,3829,1069,273,0.00,2450,360,377,2369,11,1.83,,9893,
W261330072543001,4756,RAJASTHAN,JODHPUR,LUNI,BUJAWAR,26.2250,72.9083,2021,8.08,600,0,183,57,63,2.78,0.00,190,40,22,49,5.2,0.25,,390,
W260700072580001,4757,RAJASTHAN,JODHPUR,LUNI,MOGRA,26.1167,73.0331,2021,7.52,5830,0,597,674,1223,245,0.00,620,112,83,1034,39,1.00,,3790,
W260930072494501,4758,RAJASTHAN,JODHPUR,LUNI,KHUDALA,26.1506,72.8322,2021,8.44,7350,120,720,1276,1025,13,0.00,1100,160,170,1181,8.1,1.95,,4778,
W260330072443001,4759,RAJASTHAN,JODHPUR,LUNI,DHAWA,26.0583,72.7417,2021,8.17,8100,0,854,1617,966,72,0.18,1600,280,219,1125,6.9,1.91,,5265,
W262447072495401,4760,RAJASTHAN,JODHPUR,MANDORE,SALODI,26.4131,72.8489,2021,7.48,2640,0,317,534,256,48,0.00,450,80,61,399,5.6,0.54,,1716,
W263037073224001,4761,RAJASTHAN,JODHPUR,BHOPALGARH,DEVATRA,26.5103,73.3778,2021,7.61,4100,0,537,907,286,37,0.00,700,112,102,621,3.2,0.93,,2665,
W261900073251501,4762,RAJASTHAN,JODHPUR,BILARA,BENAN,26.3167,73.4208,2021,7.54,11430,0,756,2826,1040,26,0.00,1800,256,282,1794,12,0.72,,7430,
W262210073204501,4763,RAJASTHAN,JODHPUR,BHOPALGARH,RAMRAWAS,26.3694,73.3800,2021,7.87,7930,0,159,1702,1264,139,0.00,1800,280,268,995,3.6,1.82,,5155,
W244800072404501,4764,RAJASTHAN,JODHPUR,BHOPALGARH,PALRI,26.7678,73.4206,2021,7.77,1510,0,317,191,176,48,0.00,230,42,30,239,6.5,0.85,,982,
W261304073185001,4765,RAJASTHAN,JODHPUR,MANDOR,BISALPUR,26.2333,73.3139,2021,7.546,9300,0,586,2170,891,219,0.00,1150,160,182,1607,8.8,1.60,,6045,
W261706073273001,4766,RAJASTHAN,JODHPUR,BILARA,OLVI,26.2333,73.4583,2021,8.46,13800,120,317,3545,1314,82,0.00,900,100,158,2714,78.9,1.87,,8970,
W261310073373001,4767,RAJASTHAN,JODHPUR,BILARA,BHAWI,26.2194,73.6250,2021,8.32,4730,72,488,638,825,97,0.00,1300,200,195,488,3.3,1.91,,3075,
W263036073124301,4768,RAJASTHAN,JODHPUR,BAWARI,GANGANI,26.5100,73.2119,2021,7.92,9340,0,1000,1914,757,442,0.00,1150,120,207,1617,5.6,1.90,,6071,
W261600073000001,4769,RAJASTHAN,JODHPUR,MANDORE,CAZRI,26.2667,73.0000,2021,7.59,450,0,110,56,49,3.69,0.10,170,36,19,23,4.4,0.24,,293,
W262538072284301,4770,RAJASTHAN,Jodhpur,Balesar,Kui Jodha,26.4433,72.4706,2021,7.56,591,0,256,64,15,18,0.02,240,64,19,38,8.1,0.60,,384,
W262140072171001,4771,RAJASTHAN,Jodhpur,Sergarh,Nahar singh nagar,26.3897,72.2861,2021,7.51,5430,0,220,1418,475,36,0.33,840,200,83,855,9.8,0.95,,3530,
W272030072191001,4772,RAJASTHAN,Jodhpur,Bap,Bari dhani,27.3417,72.3064,2021,7.83,1250,0,525,106,60,32,0.80,370,116,19,128,16.7,0.22,,813,
W264135076553001,4773,RAJASTHAN,KARAULI,Hindaun,BADH KAMLA,26.6931,76.9250,2021,7.75,3730,0,598,574,500,240,1.30,640,72,112,600,55.72,0.82,,2425,
W263210077080001,4774,RAJASTHAN,KARAULI,Karauli,BHAUAPURA,26.5419,77.1822,2021,7.88,1630,0,354,305,80,5,0.56,280,72,24,246,0.40,0.78,,1060,
W262730076550001,4775,RAJASTHAN,KARAULI,Karauli,BIJALPUR,26.4675,76.8997,2021,7.70,700,0,350,35,40,25.2,0.04,240,48,29,73,1.60,0.14,,455,
W263314077001904,4776,RAJASTHAN,KARAULI,Karauli,Gurla Pahari,26.5539,77.0053,2021,7.44,1120,0,260,150,35,150.0,0.08,460,100,51,57,2.97,0.22,,728,
W264400077020001,4777,RAJASTHAN,KARAULI,Hindaun,Hindaun,26.7333,77.0333,2021,8.26,1470,0,634,135,86,5,6.44,290,52,39,205,54.00,0.75,,956,
W262530076560001,4778,RAJASTHAN,KARAULI,Karauli,KARSAI,26.4250,76.9333,2021,7.56,620,0,305,35,20,26,0.08,280,56,34,29,0.82,0.23,,403,
W262100076560001,4779,RAJASTHAN,KARAULI,Karauli,KELADEVI,26.3247,76.9333,2021,7.63,1460,0,464,184,70,29.0,0.78,340,76,36,158,45.40,0.25,,949,
W262600076570001,4780,RAJASTHAN,KARAULI,Karauli,Mamachari,26.4333,76.9500,2021,7.64,515,0,256,28,12,2.5,0.10,170,44,15,42,1.40,0.23,,335,
W261820077145501,4781,RAJASTHAN,KARAULI,Sapotra,MANDRAL,26.3111,77.2422,2021,7.74,500,0,240,35,10,6,0.08,200,56,15,28,2.01,0.20,,325,
W264050076440001,4782,RAJASTHAN,KARAULI,Nadauti,NADAUTI,26.7175,76.6886,2021,8.10,1980,0,647,234,220,17,0.08,440,72,63,240,112.60,0.96,,1287,
W261930076410001,4783,RAJASTHAN,KARAULI,Sapotra,NAROLI DANG,26.3250,76.6833,2021,7.80,620,0,260,60,8,33,0.01,200,44,22,60,2.58,0.10,,403,
W263630076430001,4784,RAJASTHAN,KARAULI,Nadauti,SAHAR1,26.6083,76.7114,2021,7.40,9130,0,329,1574,1630,1250,0.05,2060,312,311,1440,15.50,1.20,,5935,
W261721076451801,4785,RAJASTHAN,KARAULI,Sapotra,SAPOTRA1,26.2794,76.7697,2021,7.60,950,0,329,99,40,70,0.02,310,56,41,72,34.40,0.15,,618,
W174644077010201,4786,RAJASTHAN,KARAULI,Hindaun,ISLAMPUR,26.7000,77.0167,2021,8.22,4050,0,1037,709,384,149,0.02,260,40,39,970,1.64,2.85,,2633,
W250227075532401,4787,RAJASTHAN,KOTA,Ladpura,ALANIA,25.0408,75.9067,2021,8.21,650,0,232,50,45,25.8,0.15,260,63,25,31,3.3,0.34,,423,
W252645076260501,4788,RAJASTHAN,KOTA,Itawa,AYANA,25.4458,76.4347,2021,8.56,1040,36,256,77,112,6.3,0.05,230,46,28,125,3,1.38,,676,
W250115075420001,4789,RAJASTHAN,KOTA,Ladpura,BORAWAS,25.0208,75.7000,2021,8.1,1090,0,210,140,110,27,1.45,310,55,42,90,4.5,0.30,,709,
W245430075584001,4790,RAJASTHAN,KOTA,Ladpura,DARA,24.9083,75.9778,2021,8.05,480,0,134,55,48,21,0.06,170,46,13,39,6.3,0.81,,312,
W251430076052001,4791,RAJASTHAN,KOTA,Sultanpur,DIGOD1,25.2417,76.0889,2021,8.14,2200,0,500,148,438,5.82,0.06,650,102,96,198,4.13,0.87,,1430,
W251339075501601,4792,RAJASTHAN,KOTA,Ladpura,GIRDHARPURA,25.2233,75.8294,2021,8.16,1020,0,244,119,96,10.42,0.05,370,34,69,48,4.97,0.49,,663,
W251557075545501,4793,RAJASTHAN,KOTA,Ladpura,GUDLI,25.2658,75.9153,2021,8.08,1850,0,561,126,230,34,0.06,740,106,116,78,1.76,0.98,,1203,
W252615076240001,4794,RAJASTHAN,KOTA,Itawa,KESHAVPURA,25.4375,76.4000,2021,8.07,2250,0,598,212,277,30,0.06,920,170,120,85,4.82,0.85,,1463,
W250716075575601,4795,RAJASTHAN,KOTA,Ladpura,KHERARASULPUR,25.1211,75.9656,2021,8.05,2100,0,525,183,284,34,0.05,780,118,118,107,4.14,0.29,,1365,
W251100075510001,4796,RAJASTHAN,KOTA,Ladpura,KOTA1,25.1833,75.8500,2021,8.25,870,0,183,88,144,4.02,0.06,360,50,57,30,6.81,0.25,,566,
W245600075560001,4797,RAJASTHAN,KOTA,Ladpura,MANDANA,24.9333,75.9333,2021,8.01,1150,0,268,98,160,39,0.06,440,66,67,54,2.5,0.51,,748,
W252209076094501,4798,RAJASTHAN,KOTA,Sultanpur,MANDAVRA,25.3692,76.1625,2021,8.45,1050,36,134,91,180,30,0.06,150,38,13,162,12.2,1.20,,683,
W250600076120001,4799,RAJASTHAN,KOTA,Sangod,RAJGARH1,25.1000,76.2050,2021,8.09,1000,0,390,55,74,24,0.05,270,38,43,106,2.99,1.07,,650,
W252200076180001,4800,RAJASTHAN,KOTA,Sultanpur,RATTANPURA,25.3667,76.3000,2021,8.12,1740,0,573,121,242,22,0.04,710,104,109,92,1.41,0.01,,1131,
W253433076183601,4801,RAJASTHAN,KOTA,Itawa,GAINTA,25.5758,76.3100,2021,8.28,1440,0,420,90,212,20,0.07,460,34,91,114,3.58,0.79,,936,
W272822074212701,4802,RAJASTHAN,NAGAUR,LADNUN,GENANA,27.4728,74.3575,2021,7.66,2160,0,415,326,254,16,0.00,290,36,49,363,2.6,0.90,,1404,
W221115074580701,4803,RAJASTHAN,NAGAUR,DIDWANA,SINGHANA,27.4753,74.5125,2021,8.27,3500,0,110,418,976,64,0.00,310,48,46,659,7.4,0.50,,2275,
W273100074310001,4804,RAJASTHAN,NAGAUR,LADNUN,SANWARD,27.5167,74.5167,2021,7.29,5900,0,354,908,770,708,0.00,1200,172,187,782,39,0.80,,3835,
W272045074290001,4805,RAJASTHAN,NAGAUR,DIDWANA,KOLIA,27.3458,74.4833,2021,7.47,1600,0,342,213,163,59,0.06,380,64,54,184,16,0.26,,1040,
W265008074423301,4806,RAJASTHAN,NAGAUR,PARBATSAR,ROHINDI,26.8358,74.7092,2021,7.77,1100,0,244,71,170,89,0.00,220,40,29,138,27,0.51,,715,
W260800074063001,4807,RAJASTHAN,PALI,JAITARAN,HAJIWAS,26.1333,74.1008,2021,7.7,4210,0,349,525,1000,41,0.00,520,72,83,727,7.2,1.42,,2737,
W241019073590701,4808,RAJASTHAN,PALI,JAITARAN,BASSI,26.3294,74.0631,2021,8.28,1800,0,537,156,216,11,0.00,200,56,15,322,2.4,1.83,,1170,
W250651073093101,4809,RAJASTHAN,Pali,Sumerpur,Balwana,25.1142,73.1586,2021,8.18,1120,0,341,88,135,16,0.04,415,98,41,69,2,2.08,,728,
W251400073313001,4810,RAJASTHAN,Pali,Desuri,Ghanerao,25.2333,73.5250,2021,8,4770,0,1220,664,402,53,0.07,525,75,82,866,3,2.42,,3101,
W252945073153001,4811,RAJASTHAN,Pali,Rani,Kirwa,25.4958,73.2583,2021,8.35,2520,60,402,308,360,20,0.14,615,98,90,298,4,3.68,,1638,
W251855073105801,4812,RAJASTHAN,Pali,Sumerpur,Sanderao,25.1792,73.4625,2021,8.20,1340,0,536,54,123,28,0.12,270,47,37,185,2.00,0.85,,871,
W183233073130801,4813,RAJASTHAN,Pali,Pali,Pali,25.7667,73.3333,2021,7.16,4310,0,232,1017,460,57,0.05,1295,226,178,401,2,3.80,,2802,
W234700074280002,4814,RAJASTHAN,Pali,Desuri,Sadri,25.3153,73.1828,2021,7.8,1050,0,293,60,155,43,0.30,405,74,54,55,2,1.42,,683,
W250800073280001,4815,RAJASTHAN,Pali,Desuri,Ranakpur,25.1164,73.4725,2021,8,1090,0,414,68,102,7,0.34,295,55,38,120,4,2.70,,709,
